,h3_9,age_20,age_20_30,age_30_40,age_40_60,age_60,male,female,car_owners,carsharing_user,not_citizen_rf,public_trnsprt_user,healthy_food_inter,salary_1,salary_2,salary_3,salary_4,salary_5
20144,891104523cfffff,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
20145,89110600dc3ffff,0,0,2,1,1,1,3,1,1,4,0,0,1,1,2,0,0
20146,89110605cd3ffff,0,0,4,1,0,1,4,2,1,1,0,0,4,0,1,0,0
20147,891132182b3ffff,0,1,1,2,0,16,1,3,14,2,1,0,0,2,1,14,0
20148,89110664017ffff,0,0,1,2,0,0,3,2,1,0,1,1,0,1,1,0,1
20149,89118645437ffff,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
20150,891106772bbffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20151,8910328d0a7ffff,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
20152,89111516087ffff,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
20153,8910d3b0977ffff,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0
20154,8910ac172d3ffff,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
20155,8910160ac43ffff,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
20156,8911069617bffff,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
20157,891170cdc73ffff,40,0,3,0,0,43,0,43,3,40,0,0,0,0,0,0,43
20158,8911154234fffff,0,0,0,20,0,20,0,20,0,20,0,0,20,0,0,0,0
20159,8911069b6a7ffff,0,0,1,1,1,2,1,1,0,2,0,0,2,0,0,0,0
20160,89108612aafffff,0,0,0,6,0,6,0,6,0,6,0,0,0,0,6,0,0
20161,891115a561bffff,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
20162,891183930a3ffff,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0
20163,89103670a4fffff,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
20164,8910341adafffff,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0
20165,89108c24667ffff,0,0,0,6,0,6,0,0,0,6,0,0,0,0,0,0,0
20166,892d48a0c6fffff,0,0,0,0,25,25,0,0,0,0,0,0,25,0,0,0,0
20167,8910eacc31bffff,0,0,6,0,0,0,6,0,0,6,0,0,6,0,0,0,0
20168,891180b1d8bffff,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
20169,8911aa6838bffff,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0
20170,89110615c47ffff,0,0,1,2,0,3,1,0,0,3,0,0,1,1,1,0,0
20171,89110252a53ffff,0,0,0,4,2,7,0,0,0,2,0,0,1,1,3,0,0
20172,8911062ae1bffff,0,0,5,1,0,1,5,1,1,5,0,0,0,5,1,0,0
20173,8910f1a8833ffff,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20174,89103254ad7ffff,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
20175,89110611387ffff,0,1,0,1,0,2,0,1,1,2,0,0,0,1,0,0,1
20176,892d71bb483ffff,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
20177,8910a2c438bffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20178,891106a994bffff,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0
20179,89113178937ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20180,890a743abdbffff,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0
20181,89110619193ffff,0,0,3,0,1,3,1,0,0,1,1,0,3,1,0,0,0
20182,89111523337ffff,0,2,1,3,0,4,2,2,2,2,0,0,0,1,3,0,2
20183,8911030500bffff,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
20184,890b9a74003ffff,0,11,0,4,0,15,0,15,0,4,0,0,4,11,0,0,0
20185,8911061b10fffff,0,1,3,1,1,2,4,1,0,5,0,0,2,0,0,3,0
20186,890b86d294bffff,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
20187,89118182c4fffff,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
20188,8910dc93563ffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20189,89111516257ffff,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
20190,892541c9947ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
20191,8911062a1bbffff,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
20192,891150a8d7bffff,0,0,0,2,0,2,0,1,0,1,0,0,1,0,0,1,0
20193,8910c22f56bffff,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,0,0
20194,8910d9b5cafffff,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
20195,8911aa0d4cfffff,0,0,1,1,0,0,2,0,1,0,0,0,1,0,1,0,0
20196,890b9636423ffff,0,0,19,0,0,19,0,19,19,19,19,0,0,0,0,0,19
20197,892d6c26a0bffff,0,2,1,0,0,1,2,2,2,3,0,0,3,0,0,0,0
20198,8910a8036cbffff,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
20199,8911aa0d3c7ffff,0,0,84,0,0,84,0,84,84,0,0,0,84,0,0,0,0
20200,8910b5ce1dbffff,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
20201,891104bab43ffff,0,0,0,2,0,0,2,2,0,2,0,0,1,0,0,1,0
20202,89110631a23ffff,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0
20203,891106a1047ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20204,892d5459237ffff,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,0,0
20205,892d568daa7ffff,0,0,25,13,47,39,46,1,0,1,0,0,12,19,19,35,0
20206,892d443b583ffff,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
20207,89118094d17ffff,0,4,1,0,0,4,1,4,0,5,0,0,4,0,0,0,0
20208,8921269443bffff,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20209,8911980e243ffff,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
20210,89118ccb557ffff,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20211,891081415bbffff,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
20212,891080c1a23ffff,0,4,0,0,0,0,4,0,4,0,4,0,0,0,0,4,0
20213,89118393057ffff,0,0,6,6,0,1,11,12,1,6,0,0,0,1,6,0,0
20214,892d49d30a3ffff,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
20215,891106ad437ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
20216,8911060dcafffff,0,0,1,1,3,4,1,1,0,2,0,0,5,0,0,0,0
20217,891104500c7ffff,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
20218,8910c34d24fffff,0,0,0,6,0,6,0,6,0,0,0,0,0,6,0,0,0
20219,89110233423ffff,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
20220,8911060613bffff,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
20221,8911023424bffff,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
20222,8911aa783abffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20223,891181b3027ffff,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0
20224,8911022a61bffff,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0
20225,8910d3b0933ffff,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
20226,8911a0d91abffff,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,0,0
20227,89110600eb7ffff,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0
20228,892141ad30bffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20229,8911061956bffff,0,0,1,4,1,4,2,2,0,3,0,0,3,1,0,1,1
20230,8911048ec43ffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
20231,8911061036bffff,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
20232,89110609873ffff,0,0,0,1,0,0,2,1,0,1,0,0,0,1,0,0,0
20233,891131730a7ffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20234,891105c9253ffff,0,1,1,1,0,1,2,2,1,2,1,0,2,0,0,0,1
20235,89115084197ffff,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
20236,892d4db9887ffff,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
20237,892d41b72cbffff,0,0,8,0,1,0,9,8,0,8,0,0,0,1,8,0,0
20238,8910add060bffff,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
20239,89113169677ffff,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20240,891105283bbffff,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
20241,891035415abffff,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20242,891104c6827ffff,0,0,31,87,2,88,32,82,10,102,0,0,2,75,2,8,10
20243,8911041a51bffff,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20244,891181a191bffff,0,2,1,0,0,6,0,1,0,3,0,0,0,1,0,0,1
20245,891181b74d7ffff,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0
20246,891016cdcd3ffff,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20247,89118cc68a3ffff,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
20248,8910a2c53c7ffff,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0
20249,8911aa690cbffff,8,0,1,0,0,8,1,1,0,8,0,0,8,0,0,1,0
20250,89110e065b3ffff,0,6,0,0,0,0,6,0,0,6,0,0,6,0,0,0,0
20251,891106d1307ffff,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
20252,892d443b097ffff,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0
20253,892d4d6d92fffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20254,891106c4dc7ffff,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0
20255,8911818c68bffff,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,0
20256,89119e01a8fffff,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
20257,890b9a7416fffff,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
20258,8911a9940d7ffff,0,0,3,0,0,0,3,3,0,3,0,0,0,0,3,0,0
20259,89110602963ffff,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
20260,891106118d3ffff,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
20261,8910160ae6bffff,0,0,2,0,0,0,2,2,0,0,0,0,2,0,0,0,0
20262,8911060c4bbffff,1,0,1,4,3,7,3,4,1,5,0,0,4,1,2,0,0
20263,8911aa61123ffff,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
20264,8911049956bffff,0,1,0,1,0,1,1,1,1,1,0,0,2,0,0,0,0
20265,89257165357ffff,0,0,2,0,0,2,0,0,0,2,0,2,0,0,0,0,2
20266,89110668c2fffff,0,0,4,2,0,6,1,5,6,5,0,0,0,0,1,5,0
20267,891113ae013ffff,0,0,32,0,0,32,0,0,0,32,0,0,0,0,32,0,0
20268,892d41b0db3ffff,0,0,5,0,0,0,5,5,0,5,0,0,0,0,5,0,0
20269,89110611c77ffff,0,0,1,1,6,5,3,0,0,3,0,0,4,0,1,0,0
20270,8910b5ce007ffff,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
20271,891106b034bffff,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0
20272,891189c035bffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20273,89110460937ffff,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
20274,892d73552dbffff,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0
20275,890ab479bb3ffff,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
20276,89110606b5bffff,0,0,0,2,1,2,1,0,0,2,0,0,0,0,0,2,0
20277,89118e7aa4bffff,0,3,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0
20278,891104b8ccfffff,0,2,4,4,0,8,2,4,2,8,0,0,0,0,2,4,0
20279,891106c5c67ffff,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
20280,8911060623bffff,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20281,891104230a3ffff,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1
20282,89110619cb3ffff,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20283,8911062e0d7ffff,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20284,8910860519bffff,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0
20285,89118dcf153ffff,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
20286,891181baa63ffff,0,0,0,0,40,0,40,0,0,0,0,0,40,0,0,0,0
20287,89110204293ffff,0,0,0,3,2,3,2,2,0,2,0,0,0,3,1,1,0
20288,89110e15987ffff,0,0,1,0,0,0,2,1,0,1,0,0,0,0,1,0,0
20289,8911aa6a04bffff,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
20290,89111cc2927ffff,0,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0
20291,89115084c83ffff,0,1,1,0,0,1,1,0,0,2,0,0,1,1,0,0,0
20292,892d56173b3ffff,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
20293,8911aa75d43ffff,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0
20294,892ecdb0d43ffff,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0
20295,89110689c83ffff,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0
20296,89111099d3bffff,0,3,2,3,0,5,4,2,5,6,3,0,0,0,5,2,0
20297,89110481db7ffff,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
20298,89110614a43ffff,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20299,89108605503ffff,0,4,0,0,0,0,4,0,4,0,4,0,0,0,0,4,0
20300,8911150431bffff,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
20301,8911048ec73ffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
20302,891183cd68bffff,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
20303,8911aa731c7ffff,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20304,8911a86f46bffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20305,892d561294fffff,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
20306,892d762f02fffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
20307,892d092487bffff,0,3,8,0,0,51,0,7,0,7,0,0,7,0,0,0,0
20308,8911060d48fffff,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0
20309,8911aa70507ffff,0,0,0,4,0,0,4,4,0,3,0,0,0,1,0,3,0
20310,8910c229827ffff,0,0,1,25,2,25,3,1,0,3,0,0,4,0,0,0,24
20311,8911aa0f41bffff,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0
20312,89257165e6bffff,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
20313,8911310082bffff,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,0
20314,890b9a74133ffff,0,1,0,1,0,0,2,1,1,1,0,0,2,0,0,0,0
20315,89161638d2bffff,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
20316,891104c9bafffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
20317,892d0924bc7ffff,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0
20318,891185adb8fffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20319,892d7349d97ffff,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1
20320,891106b0d57ffff,0,1,0,4,0,2,3,0,0,4,3,3,4,0,0,0,0
20321,891181b593bffff,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
20322,8911aa44dd7ffff,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
20323,891f73cd903ffff,0,0,0,8,0,8,0,8,8,0,0,0,8,0,0,0,0
20324,891150841bbffff,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
20325,8911061033bffff,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
20326,89118393037ffff,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0
20327,89118e4648bffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20328,8911a6aeb6fffff,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0
20329,89110d58053ffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20330,89316c08697ffff,0,0,0,22,0,3,19,0,0,3,0,0,22,0,0,0,0
20331,8911062e593ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
20332,890b86aed73ffff,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0
20333,8911aa71637ffff,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0
20334,8911063113bffff,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
20335,8911942734bffff,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
20336,89110611ca7ffff,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0
20337,891181b450bffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20338,8910a147233ffff,0,3,0,1,0,4,0,0,0,3,0,0,0,0,0,0,0
20339,8911061b1abffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
20340,8911028562bffff,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
20341,8910b5ce087ffff,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,10,0
20342,8911aa78b7bffff,0,0,2,0,0,2,0,1,1,0,0,1,1,0,0,1,0
20343,8911aa7934fffff,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20344,8911061296bffff,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
20345,8910328d1c3ffff,0,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0
20346,891106a9017ffff,0,0,3,0,0,3,0,3,0,3,0,0,0,0,3,0,0
20347,891181aac63ffff,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
20348,8911aa78c4fffff,0,1,3,0,0,3,1,1,0,3,0,0,0,0,3,1,0
20349,89110601c87ffff,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
20350,89110606843ffff,0,6,1,4,2,12,1,6,2,10,0,0,1,1,6,5,0
20351,8911062a8c3ffff,0,1,2,0,2,4,1,1,0,2,0,0,0,1,3,0,1
20352,8911a94e547ffff,0,116,0,0,0,116,0,0,0,116,0,0,0,116,0,0,0
20353,8911060d88fffff,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0
20354,8910c229923ffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20355,8911aa71ac7ffff,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0
20356,8910d0da9c7ffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20357,8911aaa0a97ffff,0,0,0,30,0,0,30,30,0,0,0,0,30,0,0,0,0
20358,8911aa44a8fffff,0,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0
20359,892ec9369abffff,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
20360,891106cf327ffff,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20361,8911020421bffff,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,0,0
20362,891106ab47bffff,0,1,1,3,0,4,3,4,2,2,0,1,1,2,0,0,1
20363,8910de5740bffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20364,891106708c7ffff,1,0,0,0,5,0,6,1,0,5,0,0,5,0,0,0,1
20365,8911aa7ab93ffff,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0
20366,8911062268bffff,0,0,0,6,0,5,1,0,0,1,0,0,0,1,0,5,0
20367,89104952b9bffff,0,0,0,0,8,0,8,0,0,0,0,0,0,8,0,0,0
20368,891106ab4d3ffff,0,1,1,0,0,0,2,1,1,0,0,1,0,0,0,0,1
20369,892d72922afffff,0,1,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0
20370,8925432890fffff,0,0,0,0,5,0,5,5,0,0,0,0,5,0,0,0,0
20371,891104664d7ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20372,892d56156c7ffff,0,0,1,1,0,2,1,1,1,1,0,1,0,0,0,1,1
20373,892d45c8acfffff,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
20374,8911a0d940fffff,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
20375,89110379143ffff,0,0,0,3,0,0,3,3,3,3,0,0,0,0,0,0,3
20376,891106b012fffff,0,0,3,1,0,0,4,3,0,4,1,1,4,0,0,0,0
20377,891f73cd85bffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20378,891132c4d03ffff,0,0,0,1,1,0,2,1,0,1,1,1,0,0,1,1,0
20379,8910a88d627ffff,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
20380,8911067aa57ffff,0,0,0,5,0,0,5,0,0,5,0,0,1,0,1,0,0
20381,89214980cb3ffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20382,8911060db17ffff,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0
20383,891194ab557ffff,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20384,8911048b4c7ffff,5,0,1,0,0,6,0,5,0,6,0,0,0,5,0,0,0
20385,89110623517ffff,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20386,8911060837bffff,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
20387,89110474857ffff,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
20388,89110606373ffff,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
20389,891106b1d5bffff,0,0,0,3,1,0,4,0,0,2,0,0,1,0,1,2,0
20390,892d7620e73ffff,0,1,0,11,0,12,0,11,0,12,0,0,0,0,1,11,0
20391,891106290a3ffff,0,1,0,2,0,1,2,2,1,2,0,0,2,0,0,0,1
20392,89110615823ffff,0,0,2,8,0,1,9,6,0,8,1,0,2,2,0,5,1
20393,89110492b8fffff,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
20394,8911aa6360fffff,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20395,8911053b053ffff,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
20396,892d7263047ffff,0,0,1,0,3,0,4,1,1,0,0,1,0,3,0,0,1
20397,892d5480dd3ffff,0,0,2,0,0,0,3,2,2,0,0,2,0,0,0,0,2
20398,89111542ed3ffff,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
20399,8911812d057ffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20400,89110689e87ffff,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
20401,89118cc1343ffff,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
20402,8911ad09913ffff,0,0,5,31,0,24,12,0,0,5,0,0,19,0,12,0,0
20403,89110602583ffff,0,3,0,5,0,3,6,2,0,0,3,0,3,0,0,0,2
20404,892ec98e0abffff,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
20405,89110679e93ffff,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20406,89110252b5bffff,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
20407,892d73519abffff,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0
20408,8911aa606cfffff,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0
20409,892126c3663ffff,0,5,0,0,0,5,2,0,0,5,0,0,0,0,2,0,0
20410,89110e065d7ffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20411,891106d1473ffff,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
20412,89110679cd7ffff,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
20413,8910328de6fffff,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,0
20414,89111cc2947ffff,0,0,0,1,0,3,0,1,0,1,1,0,0,0,0,0,3
20415,891100db413ffff,0,0,2,0,0,1,1,1,0,2,0,0,1,1,0,0,0
20416,89111bb8ca3ffff,0,0,0,5,0,5,0,5,0,5,0,0,5,0,0,0,0
20417,8911b23a11bffff,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
20418,89118392243ffff,0,0,0,13,0,13,0,0,0,13,0,0,13,0,0,0,0
20419,89118e445bbffff,0,2,0,0,0,2,0,2,2,0,0,0,0,0,0,2,0
20420,8910c229973ffff,0,2,3,0,0,2,3,5,0,5,2,0,3,0,2,0,0
20421,8911316f22bffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20422,891133746cbffff,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
20423,8911b3c8403ffff,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
20424,89110600027ffff,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
20425,89103543133ffff,0,0,2,0,1,0,3,0,1,0,0,0,1,0,2,0,0
20426,891106aa31bffff,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
20427,891194b9c07ffff,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0
20428,89110205157ffff,0,0,0,2,0,2,0,1,0,1,0,0,1,1,0,0,0
20429,8911aab9213ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
20430,89113152483ffff,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
20431,8910b159ba3ffff,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,7
20432,8911aa7651bffff,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
20433,8911aa7a543ffff,0,26,0,0,0,25,6,26,26,0,0,0,5,0,0,25,1
20434,8910f174ddbffff,0,0,21,0,0,0,21,0,0,0,0,0,0,21,0,0,0
20435,890bb0370cbffff,0,0,0,2,0,0,2,2,0,2,0,0,0,0,2,0,0
20436,891106060dbffff,0,2,7,9,0,10,8,10,0,10,0,0,5,7,3,1,0
20437,89111cc2943ffff,0,1,1,1,0,3,2,2,2,2,1,0,0,1,0,0,4
20438,8911a0db267ffff,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,0
20439,892d71c4bb3ffff,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
20440,891165ab2c3ffff,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
20441,89111c7ae6fffff,0,2,0,1,0,3,0,2,0,3,0,0,1,2,0,0,0
20442,8911048a073ffff,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
